"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","hp_to_1b",""
"Span, Denard","452655","2017",".272",".427",".329","85.3","11",34.2,"14",3.3,3.3,27.4,25.1,64.6,23.4,74.8,91.5,"4.34",
"Cabrera, Asdrubal","452678","2017",".280",".434",".351","87.2","12",37.6,"19",4.7,6.7,26.6,33.5,70.2,25.4,67.6,85.7,"4.66",
"Ellsbury, Jacoby","453056","2017",".264",".402",".348","85.6","10",33.2,"8",2.7,4.7,27.5,25.4,65,20,57,88,"4.27",
"Blackmon, Charlie","453568","2017",".331",".601",".399","87.3","13.4",38.1,"45",8.7,6,28.7,36.4,64,27.4,66.4,86.8,"4.22",
"Frazier, Todd","453943","2017",".213",".428",".344","87.5","20.3",33.1,"34",9.6,6.2,22.6,30.3,60,22.3,64.8,77.8,"4.47",
"Iannetta, Chris","455104","2017",".254",".511",".354","87.9","15.6",38.7,"17",9.1,6.5,25.3,36.6,68.2,19.9,49.6,80,"4.66",
"Maldonado, Martin","455117","2017",".221",".368",".276","85.4","12.9",26.3,"18",5.6,5.3,23.2,31.3,66.5,32.2,50,82.6,"4.86",
"Chirinos, Robinson","455139","2017",".255",".506",".360","87.6","17.7",27.4,"21",11.3,4.3,20.4,38.3,65.6,25.5,51.1,74.9,"4.78",
"Markakis, Nick","455976","2017",".275",".384",".354","88.3","8.8",34,"16",3.3,3.7,33.1,34.7,59,23.3,76,88.1,"4.49",
"Pedroia, Dustin","456030","2017",".293",".392",".369","85.2","10.5",33.2,"4",1.1,4.4,31.6,21.1,59.5,21.9,79.8,91.9,"4.42",
"Castillo, Welington","456078","2017",".282",".490",".323","89.4","14.4",39,"25",10.2,6.9,29.3,44.3,61.4,25.4,55.4,83.6,"4.65",
"Nunez, Eduardo","456488","2017",".313",".460",".341","86.4","6.3",25.5,"7",1.7,5.5,20.7,32.4,70.7,37.7,72.9,89.1,"4.17",
"Pearce, Steve","456665","2017",".252",".438",".319","87.2","13.8",35.1,"17",6.9,5.6,23.4,35.9,71.9,23.9,62.5,84.2,"4.48",
"Cain, Lorenzo","456715","2017",".300",".440",".363","89.1","10.2",32.1,"17",3.5,4.7,29.4,35.6,71.8,26.4,58.1,88.2,"4.25",
"McCutchen, Andrew","457705","2017",".279",".486",".363","88.4","14.2",33.7,"35",7.7,6.1,26.5,38.9,68.4,20.6,66.5,82.5,"4.3",
"Jackson, Austin","457706","2017",".318",".482",".387","88.9","10.5",35.9,"11",5,5,31.8,34.2,62.6,21.3,58,84.5,"4.47",
"Upton, Justin","457708","2017",".273",".540",".361","88.8","15.7",36,"50",13.2,6.1,24.9,41.3,64.9,24,54.5,75.1,"4.35",
"Maybin, Cameron","457727","2017",".228",".365",".318","87.2","4.6",29,"10",3.3,6.3,23.4,32.7,59.4,18.2,51.4,84.5,"4.23",
"Turner, Justin","457759","2017",".322",".530",".415","89.4","18.5",37.7,"35",8.6,5.6,26.4,38.6,67.5,21.6,74.1,87.9,"4.68",
"Posey III, Buster","457763","2017",".320",".462",".400","88.7","11.6",36.5,"15",3.5,6.7,28.6,34.8,66.2,23.4,73.5,87.9,"4.7",
"Bruce, Jay","457803","2017",".254",".508",".324","88.4","18.4",39.4,"44",10.5,8.8,23.6,38.8,72.8,29.5,53.8,80.9,"4.4",
"Votto, Joey","458015","2017",".320",".578",".454","87.5","14.1",40.5,"44",9.1,7.3,25.5,32.8,70.4,13.2,70.9,87.2,"4.77",
"Gardner, Brett","458731","2017",".264",".428",".350","86.4","10.3",34.4,"18",3.8,5.4,28.1,31,52.6,21.7,70.8,89.2,"4.04",
"Joyce, Matt","459964","2017",".243",".473",".335","88.2","15.1",38.3,"32",8.8,8.3,23.7,34.4,66.7,19,60.9,79.3,"4.51",
"Hundley, Nick","460026","2017",".244",".418",".272","88.6","13.1",32.9,"17",8.1,8.1,22.9,41,73.3,30.1,47.2,81.9,"4.59",
"Braun, Ryan","460075","2017",".268",".487",".336","89.9","7.7",30.8,"26",8.4,7.5,22.4,44,72.5,34.2,63,86,"4.36",
"Gordon, Alex","460086","2017",".208",".315",".293","86.3","13.8",34.6,"16",4.5,6.7,23.6,31.3,69.6,25.3,60,82.8,"4.5",
"Gomez, Carlos","460576","2017",".255",".462",".340","88.6","15.9",37.3,"22",8.8,7.6,30.1,34.9,77.7,38.8,55.4,77.5,"4.39",
"Moss, Brandon","461235","2017",".207",".428",".279","89.6","17.8",36.4,"35",14.8,6.8,20.3,41.9,71.6,27.6,45.4,72.5,"4.47",
"Kemp, Matt","461314","2017",".276",".463",".318","88.3","8.4",39.1,"32",9.4,5.6,28.5,38.8,79.5,35.2,59.3,76.4,"4.69",
"Plouffe, Trevor","461858","2017",".198",".318",".272","87.9","11.8",30.6,"8",4.1,5.6,29.6,38.5,64.4,26.5,59.6,81.8,"4.49",
"Romine, Andrew","461865","2017",".233",".336",".289","83.7","7.9",33.7,"4",1.6,3.9,27.5,26.7,73.8,32.3,57.8,84,"4.36",
"Andrus, Elvis","462101","2017",".297",".471",".337","86.5","7.6",32.5,"23",4.2,3.8,24.7,31.3,63.2,31.8,66.9,86.9,"4.35",
"Cervelli, Francisco","465041","2017",".249",".370",".342","87.5","6.6",36.3,"9",4.5,8,26.4,31.8,62.5,19.1,55.8,81.9,"4.63",
"Cabrera, Melky","466320","2017",".285",".423",".324","88.3","8.9",33.6,"21",3.8,4.7,29.1,35.1,63.7,30.9,74.3,93,"4.45",
"Santana, Carlos","467793","2017",".259",".455",".363","88.6","13",28.4,"36",7.5,6.5,23,38.6,61,19.7,68.6,84.7,"4.49",
"Parra, Gerardo","467827","2017",".309",".452",".341","86","8.3",37.7,"7",2.1,8.4,27.2,29.7,69.1,35.1,63.8,86.7,"4.32",
"Gonzalez, Carlos","471865","2017",".262",".423",".339","87.5","6.2",28.9,"21",5.9,5.9,22.4,37,71.5,32,48.8,77.6,"4.31",
"Valbuena, Luis","472528","2017",".199",".432",".294","87.5","17.2",30.1,"27",11,6.5,19.9,33.3,66.5,23.5,55.8,76.8,"4.94",
"Mercer, Jordy","474568","2017",".255",".406",".326","85.8","9.1",35.3,"13",3.1,5,27.9,32.4,61.3,23.8,67.9,91.1,"4.34",
"Belt, Brandon","474832","2017",".241",".469",".355","89.3","22",34.8,"31",11.1,7.5,26.9,40.6,77.6,20.3,55.8,79.9,"4.34",
"Alonso, Yonder","475174","2017",".266",".501",".365","89.2","19.4",35.7,"33",9.9,6.9,29.1,41.1,72.5,26,58.3,80.1,"4.88",
"Smoak, Justin","475253","2017",".270",".529",".355","89.6","17.1",39.4,"59",13.6,5.5,24.7,43,65.7,24,60.2,83.6,"4.87",
"Zimmerman, Ryan","475582","2017",".303",".573",".358","91.4","8.3",32.3,"49",12.2,7.9,24.1,49.1,61.8,29.2,61.3,83.4,"4.42",
"Lowrie, Jed","476704","2017",".277",".448",".360","89.1","18.7",43.2,"28",6,6.4,31.1,37.7,74.6,22.1,65,85.9,"4.5",
"Carrera, Ezequiel","485567","2017",".282",".408",".356","84.8","5.4",30.9,"9",4.1,4.6,24.4,27.3,58.6,22.2,56.5,81.6,"4.16",
"Avila, Alex","488671","2017",".264",".447",".387","91","12.4",49.7,"29",15,9.8,31.6,50.8,59.2,12.3,27.7,70.3,"4.75",
"Brantley Jr., Michael","488726","2017",".299",".444",".357","88.4","9.9",33.9,"12",4.1,3.8,31.2,36.1,66.1,21.4,69.7,92.3,"4.56",
"Castro, Jason","488771","2017",".242",".388",".333","87.2","13.2",39.6,"17",6.8,5.2,28,32,66.3,19.2,52.8,72.9,"4.51",
"Escobar, Yunel","488862","2017",".274",".397",".333","89","2.3",31.8,"15",5,6,24.7,39.1,71.3,23.8,59.4,87.7,"4.67",
"Morrison, Logan","489149","2017",".246",".516",".353","88.6","17.6",39.6,"47",12.8,7.1,21.6,42.3,69.5,25.1,52.6,78.9,"4.49",
"Rosales, Adam","489267","2017",".225",".353",".260","87.7","17.3",29.4,"6",3,5.1,28.9,33.2,69.8,26.9,42.8,72.2,"4.34",
"Hernandez, Gorkys","491676","2017",".255",".326",".327","85.2","9.3",31.1,"4",1.7,5.4,26.1,26.1,70.1,26.3,45.7,81.9,"4.22",
"Aoki, Norichika","493114","2017",".277",".393",".335","86.1","4.5",28.2,"3",1,3.4,25.8,24.8,66.4,24.9,69.5,90.9,"4.08",
"Cespedes, Yoenis","493316","2017",".292",".540",".352","90.1","18.9",29.7,"26",11.2,6.5,22.4,44.6,66,32.7,62.3,87.7,"4.38",
"Gurriel, Yuli","493329","2017",".299",".486",".332","89.9","10.4",29.2,"16",3.4,7.8,27.7,43.5,69.1,30.5,68.4,89.3,"4.36",
"Solarte, Yangervis","500208","2017",".255",".416",".314","85.4","14.7",31.8,"16",3.9,4.6,22.2,27.6,71.9,33.5,71.7,91,"4.74",
"Rojas, Miguel","500743","2017",".290",".375",".361","83.8","9.3",32.9,"0",0,4.1,29.2,22.7,65.7,32.9,71.1,92.5,"4.39",
"Escobar, Eduardo","500871","2017",".254",".449",".309","86.5","17.8",37.2,"30",8.3,4.7,25.1,30.6,71,34.8,61.2,85.5,"4.25",
"Martinez, Jose","500874","2017",".309",".518",".379","90.9","11.3",37.7,"23",10.7,6.5,31.6,45.3,60.8,24.3,63.9,85.7,"4.38",
"Freese, David","501896","2017",".263",".371",".368","88.9","3.1",31.2,"20",6.4,4.5,26.8,42.9,61.7,24.1,64.3,82,"4.43",
"Davis, Khris","501981","2017",".247",".528",".336","92.2","14.2",37.6,"67",17.7,9.3,20.1,52.4,75.1,21.8,42.4,74,"4.73",
"Pham, Tommy","502054","2017",".306",".520",".411","89.6","6.9",34.3,"31",9.3,3.9,25.9,43.7,59.6,16.2,55.9,85.3,"4.4",
"Martinez, J.D.","502110","2017",".303",".690",".376","91","15.4",37.7,"60",19.5,5.8,22.1,49.3,76.1,27.3,51.7,74.9,"4.42",
"Valencia, Danny","502143","2017",".256",".411",".314","88.2","8.9",31.5,"19",5.7,5.7,23.8,37.5,59.2,26.6,47.9,80.1,"4.48",
"Reddick, Josh","502210","2017",".314",".484",".363","87.7","17.8",38.3,"16",3.8,5.3,30.4,31.6,64.5,27.6,71.1,90.9,"4.2",
"Dyson, Jarrod","502481","2017",".251",".350",".324","82.4","9.5",30.3,"5",1.7,1.7,22.9,18.5,61.4,25.2,68.7,88.9,"4.1",
"Murphy, Daniel","502517","2017",".322",".543",".384","89.6","17.3",39.6,"22",4.8,7.4,32.2,41.8,66.5,30.6,77.5,91,"4.39",
"Goldschmidt, Paul","502671","2017",".297",".563",".404","91.5","11.6",32.8,"55",13.3,8.4,26.5,47.5,62.1,23,61.7,78.6,"4.47",
"Gonzalez, Marwin","503556","2017",".303",".530",".377","88.7","11.7",29.4,"24",6.6,4.7,26,36.6,61.7,26.6,64.9,86.7,"4.31",
"Leon, Sandy","506702","2017",".225",".354",".290","83.7","15.2",33.8,"5",2.5,4.5,26.9,24.9,63.2,29.4,64.8,85.9,"4.73",
"Altuve, Jose","514888","2017",".346",".547",".410","86.1","9.7",34.8,"34",6.7,4.9,26,28.1,67.7,31.9,71.9,89.6,"4.13",
"Hernandez, Cesar","514917","2017",".294",".421",".373","85.7","4.5",33.3,"12",2.9,5.4,26,29.7,61.5,20.4,57.9,83.9,"4.14",
"Segura, Jean","516416","2017",".300",".427",".349","87.6","6.7",32.8,"14",3.2,5.7,25.1,34.5,66.6,31.9,73.4,88.6,"4.26",
"Castro, Starlin","516770","2017",".300",".454",".338","87.4","6.9",30.6,"16",4.5,7.1,26.6,36.5,68.7,32.5,60,85.5,"4.31",
"Marte, Starling","516782","2017",".275",".379",".333","83.2","9.3",35.1,"14",5.6,3.2,24.2,29.2,67.5,31.9,57,83.9,"4.12",
"Pirela, Jose","517369","2017",".288",".490",".347","89.3","6",29.5,"11",4.5,7,25,39.1,63.9,30.4,58,82,"4.23",
"d'Arnaud, Travis","518595","2017",".244",".443",".293","88","13.5",33.2,"19",6.5,7.2,19.9,35.7,73,31.1,63.3,81.6,"4.55",
"Descalso, Daniel","518614","2017",".233",".395",".332","87.2","13",37.7,"13",5.1,7.8,23.7,29.2,65,16.9,47.4,84.2,"4.28",
"Dietrich, Derek","518618","2017",".249",".424",".334","85.9","16.7",32.1,"18",5.8,6.4,25.6,32.7,64.9,28.6,62.8,88,"4.26",
"Donaldson, Josh","518626","2017",".270",".559",".385","90.9","13.8",31.7,"43",14.1,6.9,19,44.9,66.2,20.5,57.5,77.6,"4.48",
"Freeman, Freddie","518692","2017",".307",".586",".403","89.7","16",40.1,"46",13.3,5.5,24.5,42.7,82.1,29,62.5,80.2,"4.43",
"Grandal, Yasmani","518735","2017",".247",".459",".308","88.2","12.6",34.3,"23",7.4,8,22.4,38.8,65.2,30.4,58.7,78.3,"4.86",
"Heyward, Jason","518792","2017",".259",".389",".326","86.6","11.4",29.3,"15",4.1,3.8,24.9,31.3,67.7,26.3,68.1,89.6,"4.34",
"LeMahieu, DJ","518934","2017",".310",".409",".374","89.3","3.3",31.7,"10",1.9,4.7,32.8,41.4,59,22.3,76.5,89.9,"4.5",
"Lucroy, Jonathan","518960","2017",".265",".371",".345","85","7.8",31.9,"9",2.4,2.7,28.2,24.3,57.5,22.6,74.7,93.7,"4.69",
"Moreland, Mitch","519048","2017",".246",".443",".326","89.3","11.6",34.9,"47",12,5.9,24.9,36.4,69.2,27.3,55.1,83.1,"4.36",
"Moustakas, Mike","519058","2017",".272",".521",".314","87.4","18.2",34,"40",8.6,6,22.9,33.8,75.8,39,65.8,87,"4.81",
"Revere, Ben","519184","2017",".275",".344",".308","82.7","4.5",36.9,"1",0.4,1.5,33.2,13.1,62.1,25,81.8,91.6,"4.23",
"Rizzo, Anthony","519203","2017",".273",".507",".392","88.4","15.5",34.2,"45",9.3,5.6,24.1,39.1,67,27.9,68,87.6,"4.58",
"Rupp, Cameron","519237","2017",".217",".417",".299","88.6","8.4",31.9,"18",9.9,6,21.4,41.2,66.8,26.3,51.6,67.7,"4.83",
"Souza Jr., Steven","519306","2017",".239",".459",".351","88.8","11.7",33.4,"40",11.5,3.2,23.6,38.6,69.5,21.4,46.6,74.6,"4.26",
"Stanton, Giancarlo","519317","2017",".281",".631",".376","92","11.2",31.6,"76",17.4,6.2,19.7,45.6,66.5,24.4,48.3,77.6,"4.5",
"Thames, Eric","519346","2017",".247",".518",".359","88.2","12.8",36.3,"34",11.1,6.9,23.9,39.3,66.7,23.7,48.5,77.2,"4.24",
"Vogt, Stephen","519390","2017",".233",".423",".285","85.4","17.4",33.6,"15",6.6,4.4,22.6,30.1,59,32,71.8,88.6,"4.56",
"Galvis, Freddy","520471","2017",".255",".382",".309","86.3","15.2",32.8,"12",2.4,4.6,25.8,23.5,67.4,32,69.4,87.5,"4.29",
"Perez, Salvador","521692","2017",".268",".495",".297","88.7","18.7",34.4,"36",9.4,8.1,24.7,38.9,75.4,46,67.3,88.5,"4.74",
"Forsythe, Logan","523253","2017",".224",".327",".351","88.9","12.1",40.1,"10",3.9,9.7,29.2,34.4,50.8,12.7,57.3,81.5,"4.47",
"Flores, Wilmer","527038","2017",".271",".488",".307","87.5","17",36.8,"17",5.9,5.6,24,33.9,71,31.2,74,87.5,"4.56",
"Garcia, Avisail","541645","2017",".330",".506",".380","90.3","7.6",31.4,"36",8.8,5.1,27.7,40.8,83.4,37.7,49.8,81.7,"4.28",
"Perez, Hernan","541650","2017",".259",".414",".289","84.9","10.3",29.2,"11",3.1,5,23.7,27.6,66.8,39.3,65.9,82.3,"4.21",
"Inciarte, Ender","542255","2017",".304",".409",".350","82.8","10.2",34.3,"3",0.5,4.2,26.6,13.1,71.1,35.8,76,88.1,"4.15",
"Ozuna, Marcell","542303","2017",".312",".548",".376","90.9","10.2",31,"44",9.3,8.1,23.6,45.6,72.8,30,56.1,81.5,"4.39",
"Villar, Jonathan","542340","2017",".241",".372",".293","88.3","3.1",26.6,"15",5.5,2.6,23.7,34.2,70,28.1,54.3,73.2,"4.16",
"Aguilar, Jesus","542583","2017",".265",".505",".331","89.1","11.8",39.9,"21",11.2,6.4,27.7,42.8,65.2,29.7,54.4,73.1,"4.76",
"Beckham, Tim","542921","2017",".278",".454",".328","88.4","8.5",34.8,"35",9.5,5.2,26.4,40.7,71.2,30.3,49.1,77,"4.37",
"Broxton, Keon","542979","2017",".220",".420",".299","87.2","10.3",39,"28",11.6,5,24.9,34.9,70.7,23.1,48.9,62,"4.06",
"Crawford, Brandon","543063","2017",".253",".403",".305","87.5","11.3",34.8,"24",5.8,5.1,25.6,33.5,76.2,28.8,51.5,80,"4.41",
"Cron, C.J.","543068","2017",".248",".437",".305","88.9","18.2",37.8,"25",10.2,6.5,26,38.6,70.4,35,57.6,80.7,"4.64",
"Gomes, Yan","543228","2017",".232",".399",".309","86.4","16.2",29.4,"14",5.7,5.3,19.6,32.7,71.2,34.7,58.5,79.6,"4.53",
"Grossman, Robbie","543257","2017",".246",".380",".361","86.4","12.2",37.1,"9",2.9,4.9,29.3,26.8,60.7,15.8,63.6,87.2,"4.27",
"Harrison, Josh","543281","2017",".272",".432",".339","84.9","16.5",38.4,"11",2.7,8.5,25.9,24.1,73,33,69.1,81.3,"4.3",
"Hicks, Aaron","543305","2017",".266",".475",".372","86.7","11.7",30,"18",7.5,7.5,18.3,32.5,61.8,20.2,59.6,77.7,"4.16",
"Hosmer, Eric","543333","2017",".318",".498",".385","89.8","3.9",30.3,"35",7,3.8,26.5,39.4,69.7,26.9,59.5,86.4,"4.3",
"Kipnis, Jason","543401","2017",".232",".414",".291","86.2","17.5",37.9,"13",4.8,9.2,20.6,31.6,64.3,27.2,63,83.9,"4.33",
"Mahtook, Mikie","543484","2017",".276",".457",".330","88.4","10.2",32.8,"15",5.5,7.4,25.8,38,59.8,26.7,64.1,86,"4.2",
"McCann, James","543510","2017",".253",".415",".318","87.2","15.7",40.4,"21",7.9,5.2,30.7,34.1,67.1,32.4,54.8,85.4,"4.59",
"Miller, Brad","543543","2017",".201",".337",".327","89.3","11.1",26.7,"14",6,5.6,21.1,38.4,70.4,25.7,61.1,72.2,"4.29",
"Rendon, Anthony","543685","2017",".301",".533",".403","89.8","18.3",34.7,"28",6.5,7.4,26.2,38.4,61.7,18.8,70.7,90,"4.27",
"Semien, Marcus","543760","2017",".249",".398",".325","87.1","17.2",37.9,"12",4.6,7.3,25.3,30,66.2,23.9,51,82.9,"4.27",
"Shaw, Travis","543768","2017",".273",".513",".349","88.6","14.9",34.7,"30",7.4,6.7,25.2,39.4,66.8,27.6,66.2,84.5,"4.52",
"Springer III, George","543807","2017",".283",".522",".367","89.2","9.3",31.1,"41",9.3,7.9,22.7,43.2,68,22.3,57.8,83,"4.3",
"Strange-Gordon, Dee","543829","2017",".308",".375",".341","81.6","2.2",27.7,"1",0.2,1.2,24,11.2,69.8,36,73,86.4,"3.89",
"Vazquez, Christian","543877","2017",".290",".404",".330","85.2","8",34.5,"7",2.7,3.4,31.8,22.2,59.6,28.6,76.2,84.7,"4.49",
"Wong, Kolten","543939","2017",".285",".412",".376","86.4","9.7",32.9,"9",3,3.4,27.2,28.9,67.4,26.5,66.3,84.8,"4.18",
"Gregorius, Didi","544369","2017",".287",".478",".318","84.5","17.7",35.5,"17",3.6,3.4,25.3,20.9,81.7,37.9,65.1,84.6,"4.26",
"Garcia, Leury","544725","2017",".270",".423",".316","85.2","4",30.1,"10",4.2,3.4,25.8,28.4,76.1,34,60.1,81.2,"4.1",
"Grichuk, Randal","545341","2017",".238",".473",".285","89","16.2",37.4,"45",16,6.8,18.5,41.4,71.7,30.5,50.4,79.5,"4.33",
"Trout, Mike","545361","2017",".306",".629",".442","88.8","18",36.4,"42",13.3,4.7,25.6,39.9,58.8,18.8,63.5,88.3,"4.25",
"Herrera, Odubel","546318","2017",".281",".452",".325","87.2","9.7",35.1,"25",6.2,4.7,27.1,32.3,71.2,38.1,59.9,81.1,"4.15",
"Almora Jr., Albert","546991","2017",".298",".445",".338","87.2","8.6",32.7,"10",4,4,23.5,32.3,68.4,35.4,59,82.8,"4.38",
"Harper, Bryce","547180","2017",".319",".595",".413","91.1","14.1",35.5,"37",11.4,6.5,21,42.6,74,30.6,56.9,81.5,"4.27",
"Abreu, Jose","547989","2017",".304",".552",".354","90.6","11.1",34.2,"48",9.5,7.7,25.3,45.2,67.3,30.5,59.3,86.4,"4.53",
"Suarez, Eugenio","553993","2017",".260",".461",".367","86.2","14.8",39,"27",6.9,7.1,27.3,32.1,64.3,21.5,54,83.2,"4.47",
"Polanco, Gregory","570256","2017",".251",".391",".305","86.5","13.1",30.3,"12",3.8,4.4,24.7,30.6,72.8,30.2,65.3,87.3,"4.25",
"Santana, Domingo","570267","2017",".278",".505",".371","89.2","10.5",40.6,"33",9.4,6,29.4,40.4,70.5,24.2,48.9,75,"4.45",
"Sanchez, Yolmer","570560","2017",".267",".413",".319","84.8","10.4",32.6,"13",3.4,3.1,25.8,24.6,67.5,33.2,60.2,83.1,"4.19",
"Schoop, Jonathan","570731","2017",".293",".503",".338","87.8","13",35.3,"34",7,6.2,27.9,37.2,75.2,33,56.3,80,"4.47",
"Adams, Matt","571431","2017",".274",".522",".319","88.9","15.9",34.1,"27",10.6,5.9,28.6,40.3,72.7,39,57.1,80.3,"4.53",
"Altherr, Aaron","571437","2017",".272",".516",".340","89.3","11.2",32.7,"28",10.4,7.1,21.6,42.8,64.1,25.5,48.8,78.8,"4.4",
"Arenado, Nolan","571448","2017",".309",".586",".373","88.8","17.6",37.5,"43",8.5,8.5,23.5,37.9,71.1,28.1,59.8,84.4,"4.58",
"Barnhart, Tucker","571466","2017",".270",".403",".347","86.2","9.7",36.1,"7",2.3,5.8,31,25.6,72.9,23.7,68.3,84.8,"4.6",
"Bour, Justin","571506","2017",".289",".536",".366","89.2","9.7",37.1,"31",10.8,7.3,23.8,40.4,63.2,30.2,57.8,80.3,"4.64",
"Davidson, Matt","571602","2017",".220",".452",".260","89","17.7",35.8,"39",15.4,4.7,20.9,41.7,66.2,29.7,43.8,72.1,"4.64",
"Gennett, Scooter","571697","2017",".295",".531",".342","86.4","13.2",34.7,"23",6.6,5.7,26.1,35.3,68.3,31.8,69,82,"4.4",
"Hamilton, Billy","571740","2017",".247",".335",".299","80.5","10.2",32.5,"2",0.4,1.3,25.9,11.7,65.2,26.7,68.9,82.2,"3.9",
"Haniger, Mitch","571745","2017",".282",".491",".352","87.7","10.9",36.8,"17",6.1,8.3,23.8,35.4,60.8,23.2,58.2,84.2,"4.34",
"Hernandez, Enrique","571771","2017",".215",".421",".308","88.5","13.6",30.8,"16",7.2,4.5,22.2,36.5,70.5,24.7,54.9,81.1,"4.35",
"Joseph, Tommy","571830","2017",".240",".432",".289","89.3","14.1",30.9,"27",7.3,6.5,24.9,40.3,67.7,34.4,56.6,83.5,"4.86",
"Lamb, Jake","571875","2017",".248",".487",".357","88.3","12.2",34.4,"36",9.3,5.7,25.7,36.3,60.6,20.4,54.6,83.9,"4.37",
"Myers, Wil","571976","2017",".243",".464",".328","89.4","15.4",35.3,"36",9.1,6.3,22.6,44.6,65,25.3,59.1,80.9,"4.27",
"Owings, Chris","572008","2017",".268",".442",".299","86.6","12.4",33.8,"10",3.6,3.9,26.3,27.6,76.2,38.1,57.5,86.1,"4.14",
"Piscotty, Stephen","572039","2017",".235",".367",".342","86.1","10.3",35.8,"17",6.6,6.6,27.2,34.9,70,26.1,60.6,81,"4.44",
"Pollock, AJ","572041","2017",".266",".471",".330","88.1","8.5",35,"20",5.6,5.4,25.4,38.4,60.3,25.3,62.7,89.6,"4.26",
"Seager, Kyle","572122","2017",".249",".450",".323","88.3","21",35.2,"41",8.6,7.6,22.4,33.9,62.4,23.6,64.9,84.1,"4.47",
"Taylor, Michael A.","572191","2017",".271",".486",".320","87.5","12.4",35.1,"26",9.8,5.3,26,38.3,69.2,30.2,46.7,74,"4.12",
"Zunino, Mike","572287","2017",".251",".509",".331","90.3","20.5",35.1,"33",14.5,8.8,20.6,46.9,70.3,29.4,43.1,69.7,"4.57",
"Goins, Ryan","572365","2017",".237",".356",".286","86.2","9.9",27.1,"10",3,3.6,23.2,29.6,61.1,29.1,65.5,83.6,"4.45",
"Carpenter, Matt","572761","2017",".241",".451",".384","89.7","22.6",37.7,"31",8.2,8.4,25.6,37.2,55.7,14.2,59.8,84.6,"4.39",
"Dickerson, Corey","572816","2017",".282",".490",".325","87.2","13.9",35.6,"33",7.5,4.6,25.8,31.7,78.7,42.7,68.9,73.1,"4.22",
"Dozier, Brian","572821","2017",".271",".498",".359","87.9","16.7",32,"40",8.4,7.5,22.2,34.7,59.6,25.7,64.7,79.8,"4.37",
"Contreras, Willson","575929","2017",".276",".499",".356","88.2","7.1",29.4,"29",10.3,5,21.3,35.9,67.1,29.4,51.9,76.1,"4.28",
"Gyorko, Jedd","576397","2017",".272",".472",".341","86.4","15.5",32.3,"26",7.9,5.8,24.7,31.5,69.6,28.3,58.2,81.5,"4.57",
"Iglesias, Jose","578428","2017",".255",".369",".288","82.9","8.7",32.6,"5",1.2,1.2,28.4,21.1,57.9,34.8,70.1,90.9,"4.16",
"Hechavarria, Adeiny","588751","2017",".261",".406",".289","87.8","9.8",32.2,"8",3,5.2,28.8,34.6,74.1,41.8,57.2,84.9,"4.33",
"Torreyes, Ronald","591720","2017",".292",".375",".314","81.5","8.8",27,"2",0.7,2.1,22.4,13.2,76.4,40,72.9,88.2,"4.21",
"Bryant, Kris","592178","2017",".295",".537",".409","87","17",35.1,"41",9.6,6.1,21.3,36.6,71,24.3,61.4,82.1,"4.14",
"Castellanos, Nick","592206","2017",".272",".490",".320","89.1","14.2",42.8,"51",10.7,10.5,25.6,42,73.1,31.8,54.4,82.2,"4.27",
"DeShields, Delino","592261","2017",".269",".367",".347","83.6","11.5",28.2,"8",2.8,3.9,23.2,21.9,58.2,19,50.6,81,"3.97",
"Drury, Brandon","592273","2017",".267",".447",".317","88.2","7.7",33.7,"17",4.9,5.8,28.2,38.7,63.6,28.1,59.5,84.1,"4.4",
"Gamel, Ben","592325","2017",".275",".413",".322","86.3","10.9",33.2,"16",4.1,4.6,28.6,29.3,62.3,26.6,63.2,85.3,"4.18",
"Healy, Ryon","592387","2017",".271",".451",".302","88.3","12.8",35.6,"33",7.6,7.3,23.6,40.4,62.2,33.6,56.2,83,"4.56",
"Judge, Aaron","592450","2017",".284",".627",".422","95","15.8",38.2,"87",25.7,7.7,20.7,54.7,66.1,22.8,39.7,77,"4.5",
"Machado, Manny","592518","2017",".259",".471",".310","91.3","13.6",30.3,"55",10.5,8.4,21.2,47.5,71.9,29.6,60.6,86.3,"4.63",
"Pederson, Joc","592626","2017",".212",".407",".331","90.1","10.2",26.2,"18",8.7,7.3,19.9,41.7,67.8,23.3,61.6,80.4,"4.37",
"Realmuto, J.T.","592663","2017",".278",".451",".332","88.2","10.1",32.6,"27",6.3,5.4,25.9,35.5,66.9,28.4,65.8,86.6,"4.22",
"Renfroe, Hunter","592669","2017",".231",".467",".284","88","15.3",32.4,"34",11.1,4.6,22.2,34.1,68,31.9,56.3,73.1,"4.38",
"Rosario, Eddie","592696","2017",".290",".507",".328","87.2","13.3",32.4,"33",7.4,6.3,21.2,31.8,76,36.8,68.8,78.6,"4.18",
"Simmons, Andrelton","592743","2017",".278",".421",".331","86.1","7.8",31.3,"13",2.5,5.7,26.6,28.7,66.5,26.7,76.1,89.4,"4.41",
"Yelich, Christian","592885","2017",".282",".439",".369","90.6","4.6",29.5,"33",7,5.5,27,45.8,64,23.1,57.7,85.7,"4.24",
