"last_name, first_name","player_id","year","pa","home_run","walk","batting_avg","slg_percent","on_base_percent","xba","xslg","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","whiff_percent","hp_to_1b",""
"Bregman, Alex","608324","2017","626","19","55",".284",".475",".352",".274",".439",".344","87.6","16.4",34.5,4.7,6.2,27.8,4.1,34.3,65.9,24.1,70,88.6,16.5,"4.36",
"Gallo, Joey","608336","2017","532","41","75",".209",".537",".333",".224",".560",".345","93.3","23",36,22.1,8.3,16.6,3.2,52.2,72.8,28.3,37.5,66.8,43.4,"4.42",
"Seager, Corey","608369","2017","613","22","67",".295",".479",".375",".300",".522",".381","89.7","11.1",40.4,8.5,6.8,30.2,4.6,44.3,78.3,25.7,50,81.3,27.2,"4.48",
"Mazara, Nomar","608577","2017","616","20","55",".253",".422",".323",".248",".424",".319","89","11.3",30.5,6.5,7.7,18.6,4.2,37.1,65.3,30.9,61.5,82,25.7,"4.34",
"Swanson, Dansby","621020","2017","551","6","59",".232",".324",".312",".244",".343",".327","86.9","8.3",31.2,3,3.2,25.5,5.6,32.5,66.4,24.8,59.9,82.7,23.7,"4.19",
"Taylor, Chris","621035","2017","568","21","50",".288",".496",".354",".270",".453",".339","87.1","12.2",39.7,8,7,26.8,5.1,34.1,68.5,22.2,47.5,82.3,25.3,"4.18",
"Buxton, Byron","621439","2017","511","16","38",".253",".413",".314",".236",".387",".300","88.1","15.2",32.3,5.6,5,27,6.3,32,66.7,32,49.5,74.9,30.4,"3.95",
"Margot, Manuel","622534","2017","529","13","35",".263",".409",".313",".259",".369",".313","85.3","10.4",34.5,2.6,4.1,29,3.9,29.3,63.2,26.9,64,83.8,21.4,"4.17",
"Puig, Yasiel","624577","2017","570","28","64",".263",".487",".346",".269",".492",".354","88.5","10.4",27.2,9.4,5,21.5,5.4,37.6,69.8,26.4,58.2,82.2,24.6,"4.29",
"Anderson, Tim","641313","2017","606","17","13",".257",".402",".276",".240",".381",".261","85.6","8",31.8,5.1,4.9,26.4,6.1,31.1,70.3,40.3,52,80.3,29.5,"4.23",
"Bellinger, Cody","641355","2017","548","39","64",".267",".581",".352",".254",".540",".343","90.8","17.5",35.3,12.2,8.3,20.5,6.2,45.7,68,23.5,54.2,72,32.3,"4.08",
"Mancini III, Trey","641820","2017","586","24","33",".293",".488",".338",".264",".481",".314","88.6","7.1",30.9,10,5.4,25.2,5.9,41.2,73.3,31.4,58.5,78,28.4,"4.44",
"Benintendi, Andrew","643217","2017","658","20","70",".271",".424",".352",".265",".435",".349","87.5","14.7",31.7,5.5,5.1,25.5,4.3,33.4,65.3,25.2,66.1,86.7,19.2,"4.21",
"Martinez, Victor","400121","2018","508","9","32",".251",".353",".297",".266",".406",".314","87.8","14.1",35.1,4.7,4.9,28.9,3.1,30.6,68.4,32,75.8,90.7,14.3,"4.87",
"Mauer, Joe","408045","2018","543","6","51",".282",".379",".351",".295",".448",".365","91.1","4.4",36.9,5,7.2,31.4,1.7,44.3,49.7,19.3,64.9,91.4,15.1,"4.57",
"Choo, Shin-Soo","425783","2018","665","21","92",".264",".434",".377",".250",".464",".365","89.3","6.1",35.9,11.1,6.9,25.1,3.2,40.5,61,22,57.6,78.2,26.8,"4.43",
"Molina, Yadier","425877","2018","503","20","29",".261",".436",".314",".266",".432",".321","88.2","15.4",37.6,5.5,7,26.8,4,33.8,70.6,35.3,75,86.4,17.2,"4.91",
"Encarnacion, Edwin","429665","2018","578","32","63",".246",".474",".336",".245",".479",".341","89.9","18",34.1,11.2,8,21.9,2.9,41.4,66.3,24.6,56.4,80.9,26.3,"4.85",
"Jones, Adam","430945","2018","613","15","24",".281",".419",".313",".269",".411",".303","88.3","13.2",35.6,4.9,5.3,27.5,2,33.1,72.9,39.5,58.3,86.6,23.7,"4.53",
"Kinsler, Ian","435079","2018","534","14","40",".240",".380",".301",".248",".368",".310","85.3","17.7",36.6,3.1,3.8,24.2,4.7,26.2,66.3,24.4,74.6,92.2,12.2,"4.54",
"Desmond, Ian","435622","2018","619","22","53",".236",".422",".307",".228",".384",".301","90.1","0.1",28.5,7,5.3,20,1.9,43.2,69.9,27.2,50.5,78.9,28.8,"4.36",
"Cruz Jr., Nelson","443558","2018","591","37","55",".256",".509",".342",".281",".566",".365","93.9","12.8",31.3,13.8,7,23.5,1.8,51.7,68.7,28.4,44.5,82.1,30.6,"4.73",
"Peralta, David","444482","2018","614","30","48",".293",".516",".352",".278",".472",".340","91.5","6.7",32.9,7.8,8.4,24.7,2.5,46.3,67.1,28.5,60.6,82.7,23.7,"4.35",
"Escobar, Alcides","444876","2018","531","4","29",".231",".313",".279",".238",".327",".288","84.6","10.6",30.3,2.1,3.5,22.2,4.7,21.5,72.2,32.5,63.2,84.5,20.1,"4.33",
"Jay, Jon","445055","2018","586","3","33",".268",".347",".330",".251",".333",".316","85.1","4.2",31.8,1.8,3,30.9,3.4,21.4,65.5,32.9,62.3,88.2,19.8,"4.51",
"Longoria, Evan","446334","2018","512","16","22",".244",".412",".281",".249",".428",".289","88.5","13.6",32.6,7.6,6,24.5,2.1,37.2,67,29.1,67.3,84.3,20.6,"4.47",
"Davis, Chris","448801","2018","522","16","41",".168",".296",".243",".188",".354",".263","89.3","15.1",35.5,10.3,7.8,19.9,2.1,40.1,62.9,28.1,48.7,73.3,34.4,"4.65",
"Zobrist, Ben","450314","2018","520","9","55",".305",".440",".378",".275",".390",".354","89.9","9",35,3,5.7,28.5,1,38.7,60.4,21.9,72.5,89.8,14.2,"4.37",
"Cabrera, Asdrubal","452678","2018","592","23","41",".262",".458",".316",".251",".432",".306","90","14.6",33.1,7.2,8.4,25.6,2.3,39.3,70.9,29.2,64.4,82.7,22.6,"4.63",
"Blackmon, Charlie","453568","2018","696","29","59",".291",".502",".358",".276",".445",".346","87.5","12",34.9,6.5,4.8,28.1,4.8,35.2,66,29.2,62.3,86.6,20.3,"4.27",
"Markakis, Nick","455976","2018","705","14","72",".297",".440",".366",".293",".425",".366","90.6","10.1",38.4,3.1,6,32.4,1.1,41.6,60.6,20,76.3,92.6,11.4,"4.41",
"Nunez, Eduardo","456488","2018","502","10","16",".265",".388",".289",".258",".349",".286","88.3","9.4",27.2,3.4,2.4,25.5,2.7,35.7,72.9,36.3,71.8,90.5,15.7,"4.24",
"Cain, Lorenzo","456715","2018","620","10","71",".308",".417",".395",".282",".389",".373","89.1","4.9",30.9,3.4,4,28,3.4,40.5,63.9,21,64.3,88.1,17.8,"4.18",
"McCutchen, Andrew","457705","2018","682","20","95",".255",".424",".368",".260",".444",".373","90","13.4",36.2,8.4,7.7,24.8,2.1,41.9,62.1,15.9,61.3,81.3,22.5,"4.32",
"Upton, Justin","457708","2018","613","30","64",".257",".463",".344",".250",".466",".342","90.7","11.9",34.7,14,6.6,24.8,3.9,47.4,64.9,20.9,49.6,74.8,31.5,"4.37",
"Votto, Joey","458015","2018","623","12","108",".284",".419",".417",".285",".472",".420","88.1","13.4",45.9,6.7,10.6,32.3,3.2,35.1,66.9,13.1,75.2,83.5,17.9,"4.72",
"Gardner, Brett","458731","2018","609","12","65",".236",".368",".322",".226",".334",".315","88","9.4",30.6,2.8,5.1,21.3,3.9,32.9,52.8,21,72.2,91.5,13.6,"4.02",
"Gordon, Alex","460086","2018","568","13","50",".245",".370",".324",".253",".423",".331","88.5","10.9",36.5,6.8,6.5,27.1,3.9,39.7,65.5,28.5,55,85,23.9,"4.58",
"Kemp, Matt","461314","2018","506","21","36",".290",".481",".338",".273",".522",".326","89.6","15.8",42.1,11,5.9,25.7,2.8,39.1,72.9,31.4,56.3,77,29.4,"4.53",
"Santana, Carlos","467793","2018","679","24","110",".229",".414",".352",".245",".418",".368","88.9","15.4",30.1,6.9,6.7,18.7,2.7,39.1,64,21,69.1,84.5,19.3,"4.49",
"Gonzalez, Carlos","471865","2018","504","16","37",".276",".467",".329",".245",".386",".301","89.7","9",30,6.2,6.5,21,4.5,39.1,72.8,32.2,54.2,79.4,29.4,"4.26",
"Alonso, Yonder","475174","2018","574","23","51",".250",".421",".317",".254",".441",".322","87.8","15.7",36.9,9.8,5,26.6,3.3,37.5,73.1,30.4,58.1,82.2,25.4,"4.95",
"Smoak, Justin","475253","2018","594","25","83",".242",".457",".350",".224",".434",".336","89.5","15",36.9,10.8,7.7,21.3,1.7,42.5,61.5,22.6,55.1,82.9,25.3,"4.91",
"Lowrie, Jed","476704","2018","680","23","78",".267",".448",".353",".246",".408",".335","89.2","17.4",38,5.3,9.6,25.1,1.7,37.9,70.5,21.4,63.6,84.5,20.3,"4.45",
"Brantley Jr., Michael","488726","2018","630","17","48",".309",".468",".364",".306",".452",".365","90.2","9.5",38.3,3.5,6,30.8,1,38.4,65.2,23.7,71.1,95.2,11,"4.61",
"Gurriel, Yuli","493329","2018","573","13","23",".291",".428",".323",".258",".360",".296","89.3","11.5",32.6,1.9,5.2,24.1,1.2,36.6,68.7,34.5,73.2,90.7,15.6,"4.32",
"Solarte, Yangervis","500208","2018","506","17","31",".226",".378",".277",".251",".387",".300","87.1","14.1",30,4.5,4.8,26,3.5,32,76.3,37.6,71.1,90,17.5,"4.75",
"Rojas, Miguel","500743","2018","528","11","24",".252",".346",".297",".264",".351",".309","84.7","9.3",35.2,0.9,3.1,29.8,3.5,23.8,65.5,32.2,66.3,92.3,15.4,"4.47",
"Escobar, Eduardo","500871","2018","631","23","52",".272",".489",".334",".247",".430",".316","86.5","18.9",38.6,8.3,6.7,23,2.7,27.6,72.4,35.3,60.4,84.1,23.9,"4.27",
"Martinez, Jose","500874","2018","590","17","49",".305",".457",".364",".301",".512",".362","91","8.1",37.5,9.4,7.6,26.2,1.6,44.6,63.6,26.1,63.8,85.6,21.4,"4.51",
"Davis, Khris","501981","2018","654","48","59",".247",".549",".326",".247",".566",".329","92.5","18.1",37.7,17.2,7.6,18.1,1.2,48.1,76,23.2,39.1,74.7,33.7,"4.78",
"Pham, Tommy","502054","2018","570","21","67",".275",".464",".367",".283",".498",".373","93","6.6",38.7,10.1,8.1,27.7,2.8,49.9,59.8,19.1,41.6,84.3,25.4,"4.42",
"Martinez, J.D.","502110","2018","649","43","69",".330",".629",".402",".307",".619",".383","93","10.8",40,16,8.8,24.9,1.6,52.7,74.7,29.3,55.4,79.2,28.2,"4.45",
"Goldschmidt, Paul","502671","2018","690","33","90",".290",".533",".389",".271",".533",".373","90.8","15.7",37.1,13.6,9.3,22.4,2.6,44,61.9,26,61.7,79.3,26.4,"4.47",
"Gonzalez, Marwin","503556","2018","552","16","53",".247",".409",".324",".243",".413",".322","89.1","11.3",35.7,6.8,8.9,25.4,3.5,41.5,61.4,29.8,58.7,82.6,24.3,"4.4",
"Altuve, Jose","514888","2018","599","13","55",".316",".451",".386",".288",".449",".360","87.2","10.1",34,5.9,5.2,24.8,5,33.8,68,30.2,70,88.2,17.9,"4.13",
"Hernandez, Cesar","514917","2018","708","15","95",".253",".362",".356",".242",".352",".350","85.8","11.5",30,4.2,2.9,27.1,3.5,28.6,58.6,18,56.9,85,20.1,"4.13",
"Segura, Jean","516416","2018","632","10","32",".304",".415",".341",".273",".393",".313","87.7","7.8",30,3.6,4.2,24.1,3.4,32.3,66.4,32,73.3,92,12.6,"4.21",
"Castro, Starlin","516770","2018","647","12","48",".278",".400",".329",".257",".402",".311","88.5","8.4",32,6.9,4.2,25.7,2.5,36.2,65,27.4,57.2,85.8,22.8,"4.37",
"Marte, Starling","516782","2018","606","20","35",".277",".460",".327",".266",".456",".319","88.4","8.9",31.5,7.5,6.2,22,5.1,38.8,75.8,34.2,55.7,83.4,23.9,"4.13",
"Dietrich, Derek","518618","2018","551","16","29",".265",".421",".330",".237",".382",".306","87.4","15.8",34.1,6.1,5.5,25.8,4.2,37.8,70.6,31.8,58,82.4,25.4,"4.32",
"Freeman, Freddie","518692","2018","707","23","76",".309",".505",".388",".298",".533",".381","89.1","14.5",44.7,9.3,7.9,30.9,3.3,39.8,82.7,31.1,62.7,81.1,24.3,"4.44",
"Grandal, Yasmani","518735","2018","518","24","72",".241",".466",".349",".222",".438",".335","88.9","14.1",32.9,11.6,7.2,20.7,4.1,40.4,57.6,19.8,53,79.6,28,"4.88",
"LeMahieu, DJ","518934","2018","581","15","37",".276",".428",".321",".276",".419",".324","91.3","5.9",31.3,5.2,5.7,27.6,0.9,43.2,59.6,23.2,66.4,92.6,14,"4.46",
"Moustakas, Mike","519058","2018","635","28","49",".251",".459",".315",".257",".461",".321","89.5","19.9",31.3,8.8,6.5,24.2,2.9,39.1,72.5,34.2,61.9,86.4,21.9,"4.6",
"Rizzo, Anthony","519203","2018","665","25","70",".283",".470",".376",".291",".470",".386","90.1","14.7",36.2,6.5,7.1,27.7,2.4,40.6,68,29.7,68.7,89.3,17,"4.58",
"Stanton, Giancarlo","519317","2018","705","38","70",".266",".509",".343",".241",".477",".325","93.7","11.7",30,15.1,7.9,18.8,3.4,50.8,66.4,28.7,46.5,76.6,34.4,"4.45",
"Galvis, Freddy","520471","2018","656","13","45",".248",".380",".299",".218",".341",".276","88.6","13.7",32.3,3.9,6.1,24,2.4,28.9,67.9,35,62,79.4,26.3,"4.35",
"Perez, Salvador","521692","2018","544","27","17",".235",".439",".274",".256",".477",".296","91.3","18",35.4,10.8,8.6,24.3,1,47.5,73,44.2,61.7,87.7,23.8,"4.82",
"Inciarte, Ender","542255","2018","660","10","49",".265",".380",".325",".254",".341",".318","84.9","10.9",32.8,1.5,3.5,27.4,4,18.7,70,31,72,88.5,14.4,"4.12",
"Ozuna, Marcell","542303","2018","628","23","38",".280",".433",".325",".285",".498",".332","91.5","10.8",30.3,9.7,6.9,23.7,2.5,45.1,72.3,27.8,56.7,83.9,24.3,"4.42",
"Villar, Jonathan","542340","2018","515","14","41",".260",".384",".325",".223",".351",".293","88.5","3.2",27.2,5.1,4.8,22.4,5.1,36,72.2,27.8,55.7,75.1,29.3,"4.21",
"Aguilar, Jesus","542583","2018","566","35","58",".274",".539",".352",".253",".489",".338","89.8","16.2",38.2,11.4,7.2,26.5,4.2,42.9,59.7,33.8,58,80.6,28.7,"4.7",
"Crawford, Brandon","543063","2018","594","14","50",".254",".394",".325",".251",".376",".326","87.5","11.3",37.2,3.6,6.3,30.2,2.2,33.3,75.7,29.8,54.3,77.5,29.2,"4.43",
"Cron, C.J.","543068","2018","560","30","37",".253",".493",".323",".247",".483",".319","88","15.2",34.3,12.2,6.1,23.3,7.5,36.6,69.6,34.9,57.5,78.8,29.1,"4.58",
"Hicks, Aaron","543305","2018","581","27","90",".248",".467",".366",".262",".465",".382","89.7","13.2",34.2,8.8,7.2,22.5,2.1,43,65.1,18.2,65,79.5,23.1,"4.16",
"Hosmer, Eric","543333","2018","677","18","62",".253",".398",".322",".239",".374",".312","88.7","-1.5",26.3,5.9,4,22.2,4.2,38.2,70.7,29.3,52,81.9,27.6,"4.46",
"Kipnis, Jason","543401","2018","601","18","60",".230",".389",".315",".237",".394",".324","86.9","17.8",34.4,6.6,5,25.1,3.6,31.6,61.3,25.9,62.6,85.8,20.8,"4.38",
"Rendon, Anthony","543685","2018","597","24","55",".308",".535",".374",".302",".538",".369","90.7","17.9",39.8,10.3,8.1,26.4,1.8,44.8,69.5,23.8,72.9,90.2,13.9,"4.37",
"Semien, Marcus","543760","2018","703","15","61",".255",".388",".318",".245",".380",".311","86.8","15.5",34.9,4.5,6.7,25.3,3.5,32.1,64.4,23.6,61.2,86.3,20.3,"4.28",
"Shaw, Travis","543768","2018","587","32","78",".241",".480",".345",".242",".460",".348","88.9","16.9",31.2,10.3,6,21.2,4,38.3,67.1,25.2,64.8,84.9,20.3,"4.41",
"Springer III, George","543807","2018","617","22","64",".265",".434",".346",".253",".459",".336","88.6","9.5",30.1,8.9,6.6,19.8,1.6,37.4,67.1,21.8,58.6,80.8,24.6,"4.31",
"Strange-Gordon, Dee","543829","2018","588","4","9",".268",".349",".288",".265",".325",".287","83.2","5.8",30.2,0.2,1.6,25.7,4.5,12.5,69.1,39.5,68.3,89.3,15.2,"3.96",
"Gregorius, Didi","544369","2018","569","27","48",".268",".494",".335",".257",".398",".327","87","16",32.8,4.7,5.6,24.3,4,30.8,74.7,33.1,66.9,87.2,19.5,"4.25",
"Trout, Mike","545361","2018","608","39","122",".312",".628",".460",".294",".602",".446","91.2","18.6",41,16.5,8.3,22.5,5.4,46.2,57.7,18.1,56.6,89.3,18.6,"4.25",
"Herrera, Odubel","546318","2018","597","22","38",".255",".420",".310",".231",".357",".289","86.7","13.2",28.8,4.9,5.8,20.7,4.2,31.9,69.1,38.3,55.7,81.2,27.3,"4.24",
"Harper, Bryce","547180","2018","695","34","130",".249",".496",".393",".263",".519",".406","91","14.4",35.1,11.5,8.7,23.3,2.3,45.4,74.6,25.3,52.9,75,31.3,"4.34",
"Abreu, Jose","547989","2018","553","22","37",".265",".473",".325",".277",".493",".341","91.3","12.2",35.4,9.1,7.6,27.8,1.8,45.2,65,34.8,60.9,84.2,24.6,"4.53",
"Suarez, Eugenio","553993","2018","606","34","64",".283",".526",".366",".275",".515",".362","91.2","14.8",38.6,9.7,8.4,26.9,1.8,45.6,68.3,21.8,43.8,84.2,25.7,"4.61",
"Polanco, Gregory","570256","2018","534","23","61",".254",".499",".340",".244",".445",".335","88.9","20.1",33.6,9.4,7.1,21.1,2,37.8,69.9,24.5,58.4,82.6,23.9,"4.19",
"Sanchez, Yolmer","570560","2018","662","8","49",".242",".372",".306",".235",".344",".301","86.7","9.3",35.1,3,4.5,26.3,2.4,28.3,64.7,31.4,64.6,84,21.5,"4.25",
"Arenado, Nolan","571448","2018","673","38","73",".297",".561",".374",".267",".477",".350","89.8","15.3",35.6,7.2,8.4,25.1,1.5,40.5,72.5,30.2,63.3,81.2,24.6,"4.57",
"Barnhart, Tucker","571466","2018","522","10","54",".248",".372",".328",".239",".351",".321","87.1","12.4",35.7,3.5,4.9,28.4,4.6,30.3,69.3,24.6,61.8,86.1,20.2,"4.65",
"Gennett, Scooter","571697","2018","638","23","42",".310",".490",".357",".257",".403",".311","87.3","14",37.5,5.8,4.7,28.1,3.4,32.3,73.9,36.3,67.9,84.8,20.1,"4.38",
"Hamilton, Billy","571740","2018","556","4","46",".236",".327",".299",".222",".266",".290","80.5","15.3",36.6,0.5,0.8,27.6,4.8,8.5,68.4,26.8,62,78.9,23.3,"3.94",
"Haniger, Mitch","571745","2018","683","26","70",".285",".493",".366",".277",".498",".362","90.2","12.7",36.5,10.3,5.5,25.3,2.9,43.2,61.3,22.5,59.3,82.9,23.3,"4.38",
"Piscotty, Stephen","572039","2018","605","27","42",".267",".491",".331",".268",".492",".332","88.5","13.2",34.3,9.6,7.1,20.6,2.7,38.7,72.6,34.3,54.2,84.3,25.5,"4.42",
"Seager, Kyle","572122","2018","630","22","38",".221",".400",".273",".246",".411",".297","89.8","18.5",37,5.6,8.2,27.8,1.6,39.6,68.2,27.4,58.9,85.3,22.3,"4.5",
"Carpenter, Matt","572761","2018","676","36","102",".257",".523",".374",".265",".540",".383","90.7","21.6",44.1,13.7,11.5,24.9,3.2,44.7,57.9,18.6,48.2,83.9,24.1,"4.4",
"Dickerson, Corey","572816","2018","533","13","21",".300",".474",".330",".283",".450",".317","87.9","15.1",37.6,6.1,5.6,29.2,2.6,32.4,79,41.8,71.2,81.9,22,"4.21",
"Dozier, Brian","572821","2018","632","21","70",".215",".391",".305",".204",".343",".299","86.8","17.5",30.5,6.3,6.5,20.7,3.3,29.4,57.4,23.5,64.3,82.7,22.6,"4.44",
"Contreras, Willson","575929","2018","544","10","53",".249",".390",".339",".218",".361",".314","88.2","8",28.9,7.3,5.3,16.8,3.9,33.3,69.2,31.3,57.4,78.3,28,"4.32",
"Castellanos, Nick","592206","2018","678","23","49",".298",".500",".354",".296",".525",".353","89.6","15.2",45.3,11.2,7.8,29.9,3.2,40.7,77.1,35.5,47.7,81.3,30.2,"4.29",
"Healy, Ryon","592387","2018","524","24","27",".235",".412",".277",".258",".442",".300","89.6","12.3",32.2,7.1,6.5,26.7,1.6,41.6,62.8,33.7,52.1,88.1,25.4,"4.63",
"Machado, Manny","592518","2018","709","37","70",".297",".538",".367",".284",".512",".357","91.6","14.4",33.8,11.3,7.7,21.6,1.9,48.2,72.7,28.5,60.2,85.6,22.2,"4.62",
"Realmuto, J.T.","592663","2018","529","21","38",".277",".484",".340",".271",".472",".337","88.9","14.5",39.8,9,5.6,25.2,3.4,41.2,66.8,25.9,57,85.1,22.5,"4.27",
"Rosario, Eddie","592696","2018","592","24","30",".288",".479",".323",".242",".424",".281","87.7","17.8",32.5,8.3,5.9,21.8,3.1,34.2,77.8,41.9,69.2,80.8,23.3,"4.19",
"Simmons, Andrelton","592743","2018","600","11","35",".292",".417",".337",".275",".388",".325","88.2","7.8",28.3,4.1,4.1,26,2.5,36.3,67.1,23.7,75.6,89.1,13.6,"4.48",
"Yelich, Christian","592885","2018","651","36","68",".326",".598",".402",".312",".564",".393","92.6","5",36.7,12.9,7.9,24,2.3,50.8,65.2,25,55.5,85.4,22.8,"4.19",
"Merrifield, Whit","593160","2018","707","12","61",".304",".438",".367",".281",".428",".350","87","16.9",40.9,4.6,6.8,30.6,2.7,31.2,67.7,29,68.9,85.8,18.9,"4.22",
"Bogaerts, Xander","593428","2018","580","23","55",".288",".522",".360",".277",".493",".352","90.6","12.6",32.9,9.8,6.5,22.8,2.9,41.8,60.6,26.7,59.3,87.9,21.1,"4.23",
"Calhoun, Kole","594777","2018","551","19","53",".208",".369",".283",".248",".447",".320","90.4","12.1",34.3,9.3,8.2,25.5,1.6,43.1,73.4,27.1,51.3,79.6,28.5,"4.52",
"Profar, Jurickson","595777","2018","594","20","54",".254",".458",".335",".251",".394",".333","87.3","12.4",33.6,5,4.3,25,3.6,31.8,68.3,30.2,71.5,85.6,18.6,"4.32",
"Baez, Javier","595879","2018","645","34","29",".290",".554",".326",".267",".504",".306","90.6","9.6",33.1,12.6,6.1,21.4,3.4,43.3,77.3,43.5,49.7,78.1,33.8,"4.19",
"Lindor, Francisco","596019","2018","745","38","70",".277",".519",".352",".289",".512",".364","90.6","14.7",34.3,9.3,8.4,21.1,2.3,41,67.8,29.8,72,87.7,17.5,"4.21",
"Odor, Rougned","596059","2018","535","18","43",".253",".424",".326",".241",".411",".318","90.7","13.9",30.5,7.1,7.3,22,2.5,38.7,65.4,33,61,83.2,22.8,"4.14",
"Story, Trevor","596115","2018","656","37","47",".291",".567",".348",".266",".513",".326","91","15.9",38.2,12.7,7.6,23.5,2.3,46.2,73.1,28.5,52.8,84.1,24.9,"4.16",
"Kepler, Max","596146","2018","611","20","71",".224",".408",".319",".233",".404",".330","89.5","16.3",30.1,6.6,7.5,18,3,38.2,65,21,57.3,90.1,17.8,"4.27",
"Bradley Jr., Jackie","598265","2018","535","13","46",".234",".403",".314",".257",".459",".335","92.2","12.3",35.2,10.3,8.2,24.6,1.5,50.1,70.1,23.3,53.5,73.5,30.6,"4.26",
"Candelario, Jeimer","600869","2018","619","19","66",".224",".393",".317",".206",".350",".302","87.1","15.3",32,6,4.2,22.4,4.4,33.6,61.3,25.6,58.4,81.7,25.6,"4.41",
"Ahmed, Nick","605113","2018","564","16","40",".234",".411",".290",".240",".373",".295","86.9","11.9",36.3,5.1,5.8,24.9,4.4,30,71.5,30,53.4,83.4,25.2,"4.34",
"Anderson, Brian","605119","2018","670","11","62",".273",".400",".357",".261",".407",".347","90.2","8.7",29.2,5.8,6,27,2.4,42.4,68.2,23.4,56.8,81.6,24.3,"4.44",
"Bell, Josh","605137","2018","583","12","77",".261",".411",".357",".257",".417",".354","90.2","9.4",29.6,7,6,22.4,3,39.3,68.5,23.1,61.4,81.6,24.4,"4.41",
"Betts, Mookie","605141","2018","614","32","81",".346",".640",".438",".309",".606",".410","92.2","18.5",39.4,14.1,8.1,26.3,2.1,50.6,56.6,16.2,66.8,89.8,15.5,"4.18",
"Smith, Mallex","605480","2018","544","2","47",".296",".406",".367",".255",".339",".331","85.8","3.7",32.2,1.5,3.6,27.6,3.1,23,72.8,26,57.1,79.1,25.1,"4.03",
"Hernandez, Teoscar","606192","2018","523","22","41",".239",".468",".302",".235",".500",".300","91.9","16.9",35.1,15.5,8.9,17.7,2.8,46.2,72.1,28.3,40.2,70.4,38.5,"4.28",
"Peraza, Jose","606299","2018","683","14","29",".288",".416",".326",".273",".383",".314","85.8","15",38.2,2.5,3.3,24.7,3.3,23.6,67.1,33.2,70,91.9,13.8,"4.19",
"Marte, Ketel","606466","2018","580","14","54",".260",".437",".332",".257",".394",".330","88.8","5.8",28.8,5,5.4,23.6,3.4,36.9,69.1,24,70,87.9,16,"4.22",
"Nimmo, Brandon","607043","2018","535","17","80",".263",".483",".404",".241",".398",".386","89.9","10.7",33.4,6.5,7.2,24.6,2.7,42.1,62.3,16.2,48.1,79.5,26.5,"4.23",
"Turner, Trea","607208","2018","740","19","69",".271",".416",".344",".273",".415",".347","89.1","9.3",29,5.8,4.9,24.2,3.4,38.6,64.8,23.2,60.9,84.9,20.2,"4.1",
"Pillar, Kevin","607680","2018","542","15","18",".252",".426",".282",".280",".432",".310","87.3","16.8",39.3,5.7,9,27.4,5,36.7,67,41.8,63.2,86.9,22.3,"4.33",
"Ramirez, Jose","608070","2018","698","39","106",".270",".552",".387",".261",".471",".382","89","19",34.3,8.3,7.9,19.8,1.2,35.1,60.7,19.9,75.9,89.8,13.6,"4.29",
"Bregman, Alex","608324","2018","705","31","96",".286",".532",".394",".267",".464",".380","89.4","16.8",37.9,7.6,8,23.4,1.6,39.9,57.8,18.2,73.4,91.7,12.9,"4.3",
"Gallo, Joey","608336","2018","577","40","74",".206",".498",".312",".231",".543",".334","94.3","21.9",37.5,22.5,7.8,19.1,1.4,49.5,72.9,29.5,40.6,68,40.7,"4.42",
"Mazara, Nomar","608577","2018","536","20","40",".258",".436",".317",".258",".442",".320","90.5","5.3",28.2,8.5,6.4,23.1,2.7,43.4,62.8,32.2,61.1,82.9,25.4,"4.32",
